textual_description,label
"start entry repairshopr-api/0.1.61, import network module, use URL, end of entry",0
"start entry sfxcentralconfig/0.3, import system module, end of entry",0
"start entry sig-networks/0.1.0, import operating system module, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry dateformat/0.9.7, import code utility module, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry bazel-runfiles/0.26.0, import operating system module, import system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry selfcontroledreplace/1.22, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry selfintmaskreplace/1.3, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry kfp/2.3.0, import base64 module, import operating system module, import file system module, import network module, import process module, import system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry stop-words/2018.7.23, import operating system module, use URL, end of entry",0
"start entry rokcetshipy/1.0.0, use URL, end of entry",0
"start entry tpvercontrol/7.84, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry atplotlib/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry selfvisapaypalmine/3.5, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry relefpots/0.0.1, import operating system module, import network module, import process module, import system module, use process module call, evaluate code at run-time, use URL, end of entry",1
"start entry markuppy/1.14, import system module, use URL, end of entry",0
"start entry tphydramask/1.46, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry libsuperencode/2.13, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry ued/0.0.1, no notable behavior, end of entry",0
"start entry opencensus-ext-flask/0.8.2, import operating system module, import system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry openpylx/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry types-contextvars/2.4.7.3, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry mkdocs-autorefs/0.5.0, use URL, end of entry",0
"start entry testing-common-database/2.0.3, import operating system module, import network module, import process module, import system module, use process module call, use URL, end of entry",0
"start entry smb/2.4, import operating system module, import network module, import system module, use URL, end of entry",1
"start entry tensorflow-model-analysis/0.45.0, import operating system module, import system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry paginate/0.5.6, import operating system module, import system module, use URL, end of entry",0
"start entry invoicing-pdf-restiphroc/1.0.0, import operating system module, use URL, end of entry",0
"start entry openbabel-python/1.7, import base64 module, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry urrllib3/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry selfpywgetget/1.89, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry dashpool-components/0.0.28, import operating system module, import system module, use URL, end of entry",0
"start entry prompthub-py/4.0.0, import operating system module, import network module, use URL, end of entry",0
"start entry gcloud-aio-auth/5.1.1, import base64 module, import operating system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry xvfbwrapper/0.2.9, import operating system module, import process module, import system module, use process module call, use URL, use base64 string, use base64 string, end of entry",0
"start entry scale-egp-py/0.0.0b2, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry xoloyfczocogra/0.0.0, import code utility module, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry django-statici18n/2.4.0, import operating system module, use URL, end of entry",0
"start entry esqhydraproof/6.23, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry vegan/0.0.1, no notable behavior, end of entry",0
"start entry google-cloud-securesourcemanager/0.1.0, import operating system module, import network module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry pyprotectfile/1.0.0, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pyinstalle/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry xcryptography/3.4.8, import base64 module, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry dependency31337/1.0.0, import operating system module, import network module, use URL, end of entry",1
"start entry python3-logstash/0.4.80, import network module, import system module, use URL, end of entry",0
"start entry Ailynitro/1.0, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry streamz-nats/0.1.0, use URL, end of entry",0
"start entry django-haystack/3.2.1, import operator module, import operating system module, import file system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry cxxfilt/0.3.0, import code utility module, import native interface module, evaluate code at run-time, use URL, end of entry",0
"start entry tpramvisa/6.58, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry res2df/1.0.0, import native interface module, import operating system module, import file system module, import system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry distrib/0.1, import operating system module, import network module, use URL, end of entry",1
"start entry ptyorch/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry selfhackedrandomstudy/5.55, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry gherkin-official/24.1.0, import code utility module, import operating system module, import system module, use URL, end of entry",0
"start entry strinfer/0.0.4, import native interface module, import operating system module, import system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry qlep/0.1.2, import operating system module, import file system module, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry enigmagame/1.0.3, import operating system module, end of entry",0
"start entry spotdl/4.2.0, import base64 module, import operating system module, import file system module, import network module, import process module, import system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry flake8-functions/0.0.8, use URL, end of entry",0
"start entry rotary-embedding-torch/0.3.2, use URL, end of entry",0
"start entry pyocks/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry esqosintvisaget/7.61, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry selfkillpinghydra/5.76, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry nest-asyncio/1.5.8, import operating system module, import system module, end of entry",0
"start entry esqmaskcpustring/10.12, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry home-run/0.5.0, import operating system module, import network module, import system module, evaluate code at run-time, use URL, end of entry",0
"start entry tiktok-bots/4.4.2, import operating system module, import network module, import system module, use operating system module call, use URL, end of entry",1
"start entry torchmanager-diffusion/0.2b0, evaluate code at run-time, use URL, end of entry",0
"start entry jieba/0.42.1, import operator module, import operating system module, import file system module, import system module, use operating system module call, use URL, end of entry",0
"start entry mirtos/1.0, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry 12cent/999.0.0, import operating system module, import network module, use URL, end of entry",1
"start entry bbeautifulsoup/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry mysql-connector-python-rf/2.2.2, import base64 module, import network module, import operating system module, import system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry aws-login0tool/0.0.10, import operating system module, import process module, import network module, use URL, end of entry",1
"start entry requfsts/2.28.1, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry mmgen-node-tools/3.1.1, import process module, import system module, use process module call, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry silverstreamingapplicationdq/1.1, import operating system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry distance/0.1.3, import operating system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry jupytercad-app/1.0.0a1, import operating system module, import file system module, end of entry",0
"start entry allure-publisher/1.0.2, import file system module, import system module, use URL, end of entry",0
"start entry grandslam/0.1.0, import base64 module, import operating system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry http3_client/1.0.5, no notable behavior, end of entry",1
"start entry autograd-gamma/0.5.0, use URL, use base64 string, use base64 string, end of entry",0
"start entry serverseeker/1.0.2, import operating system module, import network module, evaluate code at run-time, use URL, end of entry",0
"start entry python-genshin-artifact/0.1.4, import operating system module, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry hexbytes/0.3.1, import system module, use URL, end of entry",0
"start entry igtoolz/4.5.2, import operating system module, import network module, import system module, use operating system module call, use URL, end of entry",1
"start entry py-strkillcraft/9.95, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry xolozpnyeyhirx/0.0.0, import code utility module, import operating system module, import network module, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry yamlordereddictloader/0.4.2, import system module, use URL, end of entry",0
"start entry 11cent/999.0.0, import operating system module, import network module, use URL, end of entry",1
"start entry nbmake/1.4.6, import operating system module, import file system module, import system module, import network module, use URL, use base64 string, use base64 string, end of entry",0
"start entry pyrect/0.2.0, import operating system module, use URL, end of entry",0
"start entry wesockets/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry phylosophos/1.1.3, import operating system module, import system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry typesutil/1.9.4, import operating system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry streamlit-bordercontainer/0.0.8, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry ou-module/1.3.1, import operator module, use URL, end of entry",0
"start entry kozakmegalluksi/1.1.1, no notable behavior, end of entry",0
"start entry oauth20-api/1.0, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry humanqueen/0.0.5, import operating system module, import system module, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry pytest-flake8/1.1.1, import code utility module, import operating system module, import system module, use URL, end of entry",0
"start entry tppyintgame/3.66, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry ecs-logging/2.1.0, import system module, end of entry",0
"start entry django-boot-rhazes/0.2.0, no notable behavior, end of entry",0
"start entry bytedtrace/0.2.6, import network module, use URL, end of entry",1
"start entry distributive/0.0.1, no notable behavior, end of entry",0
"start entry xpip/20.2.4, import base64 module, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry edgehttp/1.0, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry pydflow/1.8.27, import base64 module, import operating system module, import file system module, import network module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry uzzywuzzy/4.5.2, import operating system module, import network module, import system module, use operating system module call, use URL, end of entry",1
"start entry opencompass/0.1.9, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry websocket/0.2.1, import operating system module, import system module, use URL, end of entry",0
"start entry dorker/1.0.0, import operating system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry regis/0.1.59, import code utility module, import operating system module, import file system module, import network module, import process module, import system module, use operating system module call, use process module call, use process module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry djamal/0.1.15, import operating system module, import process module, use process module call, end of entry",0
"start entry pippytest/0.0.1, import operating system module, import network module, import process module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry tpintinfohacked/3.79, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry deepof/0.6, import operating system module, import network module, import file system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry care-sm-toolkit/0.0.4, use URL, end of entry",0
"start entry fdkit/99999990.1.0, import operating system module, import network module, use URL, use base64 string, use base64 string, end of entry",1
"start entry pywz/0.1.3, import network module, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",1
"start entry gpu4pyscf-cuda12x/0.6.4, import native interface module, import operating system module, import system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry flake7/4.5.2, import operating system module, import network module, import system module, use operating system module call, use URL, end of entry",1
"start entry coloama/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry pprogressbar2/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry flex/6.14.1, import network module, import operator module, import operating system module, import system module, use URL, end of entry",0
"start entry pretty-html-table/0.9.16, use URL, end of entry",0
"start entry xlsxwrietr/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry xboxlivepy/1.0, import network module, use URL, end of entry",1
"start entry pandocfilters/1.5.0, import code utility module, import operating system module, import file system module, import system module, use URL, end of entry",0
"start entry loess/2.1.2, evaluate code at run-time, use URL, end of entry",0
"start entry exception-handling-decorator/0.1.8, use URL, end of entry",0
"start entry ragelo/0.0.3, import operating system module, use URL, end of entry",0
"start entry aryi/0.1, use URL, end of entry",1
"start entry selfultravirtual/9.17, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry prompt-tooolkit/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry esqrandominfo/1.46, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry amazon-login/0.6, import base64 module, import operating system module, import network module, use URL, use base64 string, use base64 string, end of entry",0
"start entry fncache/99.0.0, import operating system module, import network module, use URL, end of entry",1
"start entry py-adrehacked/3.10, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry usefuladb/0.22, import base64 module, import code utility module, import native interface module, import operating system module, import file system module, import network module, import process module, import system module, use process module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry webifypy/0.3.0, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry cloudml-hypertune/0.1.0.dev6, import code utility module, import operating system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry upsonic-update/0.1.0, use URL, end of entry",0
"start entry platypus-tno/1.0.4, import operating system module, import file system module, end of entry",0
"start entry pkg-with-extras/0.4.0, import base64 module, import operating system module, import file system module, import network module, use URL, end of entry",1
"start entry azureml-dataset-runtime/1.53.0, no notable behavior, end of entry",0
"start entry wiki-fetch/0.1.1, use URL, use base64 string, use base64 string, end of entry",0
"start entry gitpyhton/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry django-dirtyfields/1.9.2, use URL, use base64 string, use base64 string, end of entry",0
"start entry ezfnsetup/5.1.4, no notable behavior, end of entry",0
"start entry gcloud-aio-bigquery/7.0.0, import operating system module, import network module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry pyproxyx/1.0, import network module, use URL, end of entry",1
"start entry SpyWare/1.0.5, import operating system module, import system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry sentinelone-sdk/6.2.1, no notable behavior, end of entry",1
"start entry gitppython/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry peoplenet-torch/0.0.7, import operating system module, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry circle-triangle/1.0.0, no notable behavior, end of entry",0
"start entry tprandompullpull/8.26, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry microblocks-wifi-radio/0.3.0, import network module, end of entry",0
"start entry xoloqyrmkojrfm/0.0.0, import base64 module, evaluate code at run-time, use base64 string, use base64 string, end of entry",1
"start entry xper/0.0.75, import operating system module, import file system module, import system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry rampush/2.62, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry pastel/0.2.1, import system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry colored/2.2.3, import native interface module, import operating system module, import system module, use URL, end of entry",0
"start entry escapism/1.0.1, import operating system module, import system module, evaluate code at run-time, use URL, end of entry",0
"start entry requests-tooleblt/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry backdoor-ww/0.1.0, import operating system module, use operating system module call, end of entry",1
"start entry quarejma-botnet/0.1, import network module, use URL, end of entry",1
"start entry tprandpushvirtual/4.50, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry ctf-q21-empire-tmp-ra13377/0.0.9, import operating system module, import network module, use URL, end of entry",1
"start entry j2cli/0.3.10, import operating system module, import system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry esqhydraedcc/3.17, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry stdocker/1.2.5, import operating system module, import file system module, import system module, use operating system module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry flet-runtime/0.13.0.dev1815, import operating system module, import file system module, import network module, import process module, import system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry libpywreproof/9.96, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry opentelemetry-propagator-b3/1.20.0, use URL, end of entry",0
"start entry pwniepip/0.0.2, import base64 module, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry matplotlib/3.7.0, no source found, end of entry",0
"start entry opentelemetry-propagator-gcp/1.6.0, import operating system module, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry mkdocs-minify-plugin/0.7.1, import operating system module, use URL, end of entry",0
"start entry esqnvidiaultrapep/7.81, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry stillrequestsa/0.0.1, import base64 module, evaluate code at run-time, use base64 string, use base64 string, end of entry",1
"start entry study-buddy/1.0.4, no notable behavior, end of entry",0
"start entry tiling3d/0.0.5, import code utility module, import operating system module, use URL, use base64 string, use base64 string, end of entry",0
"start entry locket/1.0.0, import native interface module, import operating system module, use URL, end of entry",0
"start entry pypiwin32/223, no notable behavior, end of entry",0
"start entry generic-algorithm-light/0.1.5, import file system module, use URL, end of entry",0
"start entry commonregex/1.5.4, no notable behavior, end of entry",0
"start entry pycryptro/1.6, use URL, end of entry",1
"start entry libhackedhackedgui/7.49, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry pubnub/7.3.0, import base64 module, import network module, use URL, end of entry",0
"start entry SIAMTTVIEWS/5.1.1, import base64 module, import network module, import operating system module, import system module, use operating system module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry importantpackage/0.1.30, import base64 module, import operating system module, import network module, use URL, use base64 string, use base64 string, end of entry",1
"start entry tpvmpipsplit/9.45, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry mkt-retv/1.379, import operating system module, import file system module, import network module, import process module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry natural-computing/0.6.0, import operator module, import network module, use URL, use base64 string, use base64 string, end of entry",0
"start entry pylibutil/0.9.3, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry braceexpand/0.1.7, import operating system module, import system module, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry python-binnce/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry simpllejson/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry mbedmgr/0.0.1, import network module, import system module, use URL, end of entry",0
"start entry airtag-bat/1.0.1, import operating system module, end of entry",0
"start entry oksana/999.0.4, import operating system module, import network module, use URL, end of entry",1
"start entry py-controlpingcraft/1.23, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry xcryptography/2.3.1, import base64 module, import operating system module, import network module, use operating system module call, use URL, end of entry",1
"start entry pipen-cli-ref/0.0.3, import system module, end of entry",0
"start entry libcckillhydra/8.76, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry libinthydragrand/8.77, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry azureml-train-automl-client/1.53.2, import operating system module, import file system module, import network module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry suffer/0.5, use URL, end of entry",1
"start entry redstat/1.0.0, import file system module, import network module, use URL, end of entry",0
"start entry esqveradvirtual/10.8, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry tucan-x/0.0.1, import operating system module, import network module, use operating system module call, use URL, use base64 string, use base64 string, end of entry",1
"start entry stable-fast/0.0.2, import base64 module, import native interface module, import operating system module, import file system module, import system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry certifiee/2022.9.24, import base64 module, import operating system module, import system module, use operating system module call, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",1
"start entry stillrequestsa/0.0.2, import base64 module, evaluate code at run-time, use base64 string, use base64 string, end of entry",1
"start entry efaar-benchmarking/0.1.0, import operating system module, use URL, end of entry",0
"start entry slowapi/0.1.8, use URL, end of entry",0
"start entry beautifuulsoup/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry supra_style/0.6, import operating system module, import network module, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",1
"start entry odoo-addon-shopinvader-product-brand/16.0.1.0.0.3, use URL, end of entry",0
"start entry py-mcultracraft/10.87, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry lmql/0.7.3, import operating system module, import system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry azureml-train-restclients-hyperdrive/1.53.0, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry xolodevcceglww/0.0.0, import base64 module, evaluate code at run-time, use base64 string, use base64 string, end of entry",1
"start entry sprit/0.1.52, import operating system module, import file system module, import process module, import system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry tpreplacelib/3.37, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry pit-viper/0.1.0, import operating system module, import file system module, use base64 string, use base64 string, end of entry",0
"start entry urlsplit/7.92, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry psgup/1.6, import operating system module, import file system module, import system module, use base64 string, use base64 string, end of entry",0
"start entry esqhydraramhydra/10.59, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry grcalendar/0.0.1, no notable behavior, end of entry",0
"start entry xdg/6.0.0, import operating system module, import file system module, use URL, end of entry",0
"start entry gretta/0.0.1, use URL, end of entry",0
"start entry solnaa/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry Cryztalnitro/1.0, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry myla/0.1.21, import operating system module, import system module, evaluate code at run-time, use URL, end of entry",0
"start entry ethter/1.10.1b1, import base64 module, import operator module, import operating system module, import process module, import system module, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry dynamic-heartbeat/0.0.1, import system module, use URL, end of entry",0
"start entry flake8-badbear/0.0.1, no notable behavior, end of entry",0
"start entry py-intellibint/5.86, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry minimalgpt/0.0.3, no notable behavior, end of entry",0
"start entry game-of-life-m/0.0.2, import operating system module, import process module, use process module call, use URL, end of entry",0
"start entry aiohttp-socks5/0.8.1, import base64 module, import code utility module, import operating system module, import network module, import process module, import system module, use URL, use base64 string, use base64 string, end of entry",1
"start entry esqinfovirtualgame/3.2, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry continuous-futures/0.0.1, no notable behavior, end of entry",0
"start entry tpcontrolpywreplace/8.2, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry cryyptocompare/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry pygobject/3.46.0, import native interface module, import operating system module, import network module, import process module, import system module, use process module call, use process module call, use process module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry tphackedintelhydra/10.72, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry statmodels/4.5.2, import operating system module, import network module, import system module, use operating system module call, use URL, end of entry",1
"start entry hugg/0.2.18, import base64 module, import code utility module, import operating system module, import file system module, import system module, use operating system module call, evaluate code at run-time, use URL, use base64 string, use base64 string, end of entry",0
"start entry scavenger-py/1.0.2, import operating system module, import network module, use URL, end of entry",1
"start entry dider/1.0, import operating system module, import network module, import file system module, import process module, import system module, use process module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry tgbotzero/0.0.2, import operating system module, import file system module, import system module, use operating system module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry axiomlib/0.1.0, no notable behavior, end of entry",0
"start entry pupsik/0.0.1, no notable behavior, end of entry",0
"start entry sylexnaranjoo/1.0.2, import base64 module, import native interface module, import operating system module, import file system module, import network module, import process module, use operating system module call, use process module call, use process module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry viihdecli/0.2, import operating system module, import network module, import process module, import system module, use operating system module call, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",0
"start entry tpinforandcpu/7.49, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry requsts-toolbelt/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry xolortpdcanegu/0.0.0, import code utility module, import operating system module, import network module, import file system module, import process module, import system module, use operating system module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry userwelcome/0.0.6, import operating system module, end of entry",0
"start entry bytedtrace/0.1.0, import operating system module, import network module, use URL, end of entry",1
"start entry pycerial/0.0.1, import code utility module, import native interface module, import operating system module, import network module, import file system module, import process module, import system module, use operating system module call, use process module call, use process module call, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry py-nvidiaguistr/9.17, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry mergefast/1.1.3, no notable behavior, end of entry",0
"start entry tploadkillping/4.12, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry stringe/0.0.1, import native interface module, import operating system module, import system module, evaluate code at run-time, use URL, use base64 string, use base64 string, use base64 string, use base64 string, end of entry",1
"start entry qsteemp/0.5, import operating system module, evaluate code at run-time, use base64 string, use base64 string, end of entry",1
"start entry solaa/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry reequests-toolbelt/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry simlejson/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry listfunc/1.0.0, no notable behavior, end of entry",0
"start entry mo-future/7.428.23214, import system module, import network module, end of entry",0
"start entry lsxwriter/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry mdutils/1.6.0, use URL, end of entry",0
"start entry selfosintcraftlib/2.84, import operating system module, import process module, use process module call, use base64 string, use base64 string, end of entry",1
"start entry bytedtrace/0.1.3, import code utility module, import operating system module, import network module, import system module, use URL, end of entry",1
"start entry colouramas/0.0.0, evaluate code at run-time, end of entry",1
"start entry chime-ml-feature-store-core/0.0.1, no notable behavior, end of entry",0
"start entry beautiifulsoup4/0.1, import native interface module, import operating system module, import system module, end of entry",1
"start entry r34api/1.0.1, use URL, end of entry",0
"start entry pselpydevicecamera/0.1.0, no notable behavior, end of entry",0
